pc_sector,treatment_function,total_new_adms,total_followup_adms
TR20 8,341_respiratory_physiology,2,12
TR20 9,341_respiratory_physiology,24,22
TR26 3,341_respiratory_physiology,24,7
TR27 5,341_respiratory_physiology,2,2
PL15 8,347_sleep_medicine_service,11,10
PL22 0,347_sleep_medicine_service,2,30
TR16 5,420_paediatrics,25,13
TR26 1,420_paediatrics,8,27
TR19 7,347_sleep_medicine_service,20,20
TR2 5,347_sleep_medicine_service,20,27
TR8 4,348_post-covid-19_syndrome_service,30,11
EX23 8,361_nephrology,14,9
PL23 1,347_sleep_medicine_service,21,25
PL26 6,347_sleep_medicine_service,13,27
TR20 8,347_sleep_medicine_service,20,8
TR20 9,347_sleep_medicine_service,9,20
TR20 8,330_dermatology,25,30
TR21 0,330_dermatology,14,11
TR7 3,420_paediatrics,14,5
TR9 6,420_paediatrics,8,8
PL23 1,421_paediatric_neurology,12,3
TR27 6,347_sleep_medicine_service,18,15
TR3 7,347_sleep_medicine_service,13,9
PL25 3,421_paediatric_neurology,19,5
PL27 6,421_paediatric_neurology,9,4
TR7 3,361_nephrology,3,0
TR9 6,361_nephrology,18,6
PL13 1,370_medical_oncology,2,16
PL18 9,361_nephrology,30,3
PL25 5,361_nephrology,28,28
PL30 4,361_nephrology,26,25
TR15 3,421_paediatric_neurology,24,24
TR16 6,421_paediatric_neurology,13,16
TR8 4,347_sleep_medicine_service,25,20
EX23 8,348_post-covid-19_syndrome_service,22,23
TR27 4,421_paediatric_neurology,27,10
TR4 9,421_paediatric_neurology,26,0
TR11 3,361_nephrology,14,22
TR12 6,361_nephrology,16,13
TR14 9,361_nephrology,0,9
TR4 9,330_dermatology,2,23
TR8 5,330_dermatology,10,20
PL14 5,340_respiratory_medicine,30,25
PL13 2,370_medical_oncology,3,13
PL24 2,370_medical_oncology,10,27
EX23 9,348_post-covid-19_syndrome_service,20,2
PL35 0,348_post-covid-19_syndrome_service,24,10
TR16 4,361_nephrology,17,10
TR4 8,361_nephrology,27,23
PL27 7,370_medical_oncology,11,7
TR5 0,421_paediatric_neurology,1,2
TR8 5,421_paediatric_neurology,26,11
TR1 1,370_medical_oncology,16,24
TR10 8,370_medical_oncology,12,11
PL28 8,370_medical_oncology,7,20
PL30 5,370_medical_oncology,12,29
PL32 9,370_medical_oncology,27,14
PL34 0,370_medical_oncology,11,20
TR13 9,370_medical_oncology,7,25
TR15 1,370_medical_oncology,13,15
PL26 7,340_respiratory_medicine,6,11
PL30 5,340_respiratory_medicine,0,27
TR1 3,348_post-covid-19_syndrome_service,16,24
TR20 8,348_post-covid-19_syndrome_service,22,0
PL27 6,347_sleep_medicine_service,3,1
TR15 3,347_sleep_medicine_service,1,24
PL32 9,340_respiratory_medicine,18,0
PL34 0,340_respiratory_medicine,0,16
TR1 3,370_medical_oncology,19,24
TR11 4,370_medical_oncology,11,6
TR11 5,340_respiratory_medicine,3,3
TR13 0,340_respiratory_medicine,25,17
TR20 9,348_post-covid-19_syndrome_service,6,27
TR27 6,348_post-covid-19_syndrome_service,19,25
TR18 2,370_medical_oncology,29,24
TR18 3,370_medical_oncology,28,1
PL23 1,422_neonatology,5,23
PL25 3,422_neonatology,25,8
TR16 6,340_respiratory_medicine,7,7
TR4 9,340_respiratory_medicine,30,24
TR2 4,347_sleep_medicine_service,8,6
TR27 4,347_sleep_medicine_service,27,5
TR18 5,370_medical_oncology,14,17
TR2 5,370_medical_oncology,28,14
TR18 4,370_medical_oncology,18,30
TR2 4,370_medical_oncology,17,25
TR7 3,340_respiratory_medicine,2,14
TR9 6,340_respiratory_medicine,6,15
PL27 6,422_neonatology,9,2
TR15 1,422_neonatology,30,27
TR20 9,370_medical_oncology,6,3
TR27 5,370_medical_oncology,23,27
TR4 8,348_post-covid-19_syndrome_service,16,6
TR5 0,348_post-covid-19_syndrome_service,20,24
PL15 7,341_respiratory_physiology,11,22
PL15 8,341_respiratory_physiology,24,4
PL15 9,341_respiratory_physiology,11,28
PL27 7,341_respiratory_physiology,25,16
TR15 3,422_neonatology,24,6
TR16 6,422_neonatology,14,25
PL13 2,361_nephrology,23,26
PL14 5,361_nephrology,14,8
PL26 8,361_nephrology,16,21
TR15 3,341_respiratory_physiology,10,27
TR16 6,341_respiratory_physiology,24,4
TR27 4,422_neonatology,0,17
TR4 9,422_neonatology,15,14
TR4 9,347_sleep_medicine_service,27,17
TR9 6,347_sleep_medicine_service,1,27
TR6 0,370_medical_oncology,0,19
EX23 0,400_neurology,25,17
TR8 5,422_neonatology,13,6
PL10 1,430_geriatric_medicine,16,30
PL24 2,348_post-covid-19_syndrome_service,28,25
PL28 8,348_post-covid-19_syndrome_service,5,9
TR21 0,370_medical_oncology,11,26
TR7 1,370_medical_oncology,18,11
TR21 0,341_respiratory_physiology,1,25
TR8 5,341_respiratory_physiology,25,18
PL30 3,361_nephrology,24,27
PL31 1,361_nephrology,3,11
TR11 2,361_nephrology,14,16
EX23 8,400_neurology,0,13
EX23 9,400_neurology,6,0
PL14 5,400_neurology,13,20
EX23 9,347_sleep_medicine_service,18,21
TR1 1,347_sleep_medicine_service,30,6
PL26 7,400_neurology,24,22
PL30 4,400_neurology,1,7
TR13 8,400_neurology,0,9
TR15 1,347_sleep_medicine_service,19,27
TR16 4,347_sleep_medicine_service,22,5
PL11 3,430_geriatric_medicine,13,7
PL26 7,430_geriatric_medicine,6,11
PL17 8,400_neurology,5,1
PL25 4,400_neurology,29,21
PL30 5,400_neurology,14,2
TR19 7,361_nephrology,22,4
TR3 7,361_nephrology,26,27
TR8 4,361_nephrology,2,27
TR10 8,430_geriatric_medicine,11,8
TR10 9,430_geriatric_medicine,2,18
TR21 0,347_sleep_medicine_service,23,8
TR4 8,347_sleep_medicine_service,2,18
TR14 8,400_neurology,27,13
TR14 9,400_neurology,21,21
TR15 2,400_neurology,3,26
TR11 4,348_post-covid-19_syndrome_service,29,20
TR18 2,348_post-covid-19_syndrome_service,15,9
TR16 4,400_neurology,8,11
PL11 2,401_clinical_neurophysiology,3,7
TR18 3,348_post-covid-19_syndrome_service,24,27
TR2 4,348_post-covid-19_syndrome_service,19,18
TR8 5,347_sleep_medicine_service,7,13
PL13 2,348_post-covid-19_syndrome_service,4,19
PL34 0,400_neurology,10,10
TR1 3,400_neurology,24,28
TR11 5,400_neurology,27,30
TR7 2,348_post-covid-19_syndrome_service,4,27
PL26 7,361_nephrology,0,22
PL14 5,348_post-covid-19_syndrome_service,6,11
PL31 1,348_post-covid-19_syndrome_service,11,12
TR13 0,400_neurology,3,26
TR16 5,400_neurology,16,5
TR23 0,400_neurology,28,15
TR10 8,361_nephrology,25,24
TR10 9,361_nephrology,28,17
TR13 8,361_nephrology,24,15
TR10 8,348_post-covid-19_syndrome_service,8,14
TR10 9,348_post-covid-19_syndrome_service,23,1
TR14 8,361_nephrology,18,23
TR15 2,361_nephrology,27,4
TR2 5,361_nephrology,20,1
TR13 8,430_geriatric_medicine,24,23
TR15 2,430_geriatric_medicine,14,13
TR25 0,361_nephrology,19,9
TR26 1,361_nephrology,4,3
TR6 0,361_nephrology,8,30
TR26 1,400_neurology,27,21
TR5 0,400_neurology,17,13
TR6 0,400_neurology,6,25
TR13 8,348_post-covid-19_syndrome_service,24,3
PL14 4,361_nephrology,8,14
TR26 1,430_geriatric_medicine,24,26
TR6 0,430_geriatric_medicine,18,2
PL15 9,401_clinical_neurophysiology,2,12
PL17 7,401_clinical_neurophysiology,9,26
PL23 1,370_medical_oncology,17,5
PL25 3,370_medical_oncology,21,26
PL30 3,461_ophthalmic_and_vision_science_service,24,16
PL31 1,461_ophthalmic_and_vision_science_service,25,6
PL30 3,401_clinical_neurophysiology,27,7
PL31 2,401_clinical_neurophysiology,8,23
PL27 6,370_medical_oncology,20,25
TR15 3,370_medical_oncology,12,30
PL34 0,401_clinical_neurophysiology,4,13
TR1 2,401_clinical_neurophysiology,19,10
TR7 3,400_neurology,5,9
EX23 8,401_clinical_neurophysiology,26,20
PL29 3,370_medical_oncology,4,29
TR12 7,370_medical_oncology,20,2
TR14 0,370_medical_oncology,0,13
TR14 7,370_medical_oncology,1,20
PL25 4,401_clinical_neurophysiology,4,4
PL33 9,401_clinical_neurophysiology,21,30
TR1 3,461_ophthalmic_and_vision_science_service,17,20
TR14 8,461_ophthalmic_and_vision_science_service,27,10
TR16 6,370_medical_oncology,30,15
TR27 4,370_medical_oncology,17,9
TR19 6,370_medical_oncology,5,8
TR20 8,370_medical_oncology,8,6
TR14 9,461_ophthalmic_and_vision_science_service,19,8
TR2 5,461_ophthalmic_and_vision_science_service,25,4
TR11 5,401_clinical_neurophysiology,19,29
TR16 6,401_clinical_neurophysiology,13,7
TR26 3,370_medical_oncology,2,13
TR3 6,370_medical_oncology,30,11
PL24 2,361_nephrology,11,3
PL28 8,361_nephrology,10,11
PL30 5,361_nephrology,11,7
TR17 0,401_clinical_neurophysiology,3,13
TR18 3,401_clinical_neurophysiology,2,19
TR21 0,401_clinical_neurophysiology,5,7
TR4 9,401_clinical_neurophysiology,6,0
PL18 9,400_neurology,2,9
PL23 1,400_neurology,27,11
PL25 3,400_neurology,27,7
TR7 2,401_clinical_neurophysiology,21,11
PL17 8,410_rheumatology,17,22
TR3 6,461_ophthalmic_and_vision_science_service,19,8
PL15 8,501_obst_pats_in_hosp_bed/deliv_fa,10,10
TR4 9,370_medical_oncology,26,23
TR5 0,370_medical_oncology,5,0
TR11 2,401_clinical_neurophysiology,12,2
TR11 3,401_clinical_neurophysiology,20,22
PL32 9,361_nephrology,15,6
PL34 0,361_nephrology,7,21
TR1 3,361_nephrology,23,6
PL27 6,400_neurology,11,3
TR16 6,400_neurology,19,25
TR17 0,400_neurology,30,14
PL22 0,410_rheumatology,17,14
PL24 2,410_rheumatology,17,8
TR8 5,370_medical_oncology,15,22
PL13 1,400_neurology,19,22
TR11 4,361_nephrology,27,11
TR17 0,361_nephrology,9,18
TR18 2,361_nephrology,11,24
TR24 0,400_neurology,8,16
TR27 4,400_neurology,18,1
TR27 9,400_neurology,29,3
PL13 2,400_neurology,10,3
PL25 5,400_neurology,9,27
PL30 3,400_neurology,22,19
PL23 1,501_obst_pats_in_hosp_bed/deliv_fa,5,9
PL25 3,501_obst_pats_in_hosp_bed/deliv_fa,1,7
TR12 6,401_clinical_neurophysiology,30,13
TR13 9,401_clinical_neurophysiology,1,24
PL26 6,410_rheumatology,13,11
PL28 8,410_rheumatology,28,21
TR4 9,400_neurology,14,15
TR7 2,400_neurology,8,20
EX23 9,401_clinical_neurophysiology,18,1
PL14 3,401_clinical_neurophysiology,3,1
PL14 4,401_clinical_neurophysiology,11,8
TR18 3,361_nephrology,22,19
TR18 4,361_nephrology,14,22
TR2 4,361_nephrology,0,29
PL31 1,400_neurology,19,21
PL35 0,400_neurology,16,9
TR11 2,400_neurology,22,13
PL30 5,410_rheumatology,29,28
PL32 9,410_rheumatology,25,1
TR11 3,400_neurology,10,17
TR12 6,400_neurology,3,8
TR14 0,400_neurology,20,23
PL35 0,410_rheumatology,29,12
TR1 3,410_rheumatology,15,6
TR14 0,401_clinical_neurophysiology,7,8
TR14 7,401_clinical_neurophysiology,14,9
PL26 6,501_obst_pats_in_hosp_bed/deliv_fa,29,20
PL27 6,501_obst_pats_in_hosp_bed/deliv_fa,14,22
TR20 8,361_nephrology,18,30
TR20 9,361_nephrology,22,4
TR26 3,361_nephrology,12,16
PL14 6,401_clinical_neurophysiology,19,7
PL27 7,401_clinical_neurophysiology,27,28
TR14 7,400_neurology,11,28
TR19 6,400_neurology,19,19
TR27 6,400_neurology,16,7
PL30 4,501_obst_pats_in_hosp_bed/deliv_fa,21,16
TR11 4,501_obst_pats_in_hosp_bed/deliv_fa,15,3
PL29 3,401_clinical_neurophysiology,15,6
TR13 8,401_clinical_neurophysiology,23,3
TR11 4,410_rheumatology,22,26
TR13 0,410_rheumatology,15,26
TR14 8,401_clinical_neurophysiology,15,17
TR14 9,401_clinical_neurophysiology,30,22
TR3 6,400_neurology,30,15
TR4 8,400_neurology,7,17
EX23 0,401_clinical_neurophysiology,8,26
TR26 2,401_clinical_neurophysiology,14,10
TR4 8,401_clinical_neurophysiology,15,26
TR15 2,401_clinical_neurophysiology,9,22
TR16 4,401_clinical_neurophysiology,25,13
PL12 4,401_clinical_neurophysiology,30,1
PL28 8,401_clinical_neurophysiology,17,28
EX23 8,410_rheumatology,5,6
EX23 9,410_rheumatology,0,2
TR20 8,401_clinical_neurophysiology,17,0
TR20 9,401_clinical_neurophysiology,21,13
TR1 1,401_clinical_neurophysiology,24,18
TR13 0,401_clinical_neurophysiology,22,22
PL11 2,410_rheumatology,2,4
PL14 5,410_rheumatology,29,23
TR16 5,401_clinical_neurophysiology,12,6
TR25 0,401_clinical_neurophysiology,21,19
TR27 5,361_nephrology,18,25
TR5 0,361_nephrology,13,13
TR7 2,361_nephrology,12,27
PL30 4,410_rheumatology,2,16
TR11 3,410_rheumatology,11,12
TR18 2,501_obst_pats_in_hosp_bed/deliv_fa,28,23
TR18 3,501_obst_pats_in_hosp_bed/deliv_fa,26,3
TR2 4,410_rheumatology,4,15
TR27 6,410_rheumatology,8,29
TR12 6,410_rheumatology,17,24
TR13 9,410_rheumatology,30,21
PL14 3,370_medical_oncology,27,12
PL22 0,370_medical_oncology,14,24
PL14 3,410_rheumatology,14,30
PL14 4,410_rheumatology,23,10
TR26 3,401_clinical_neurophysiology,20,0
TR27 6,401_clinical_neurophysiology,13,0
PL25 4,370_medical_oncology,2,25
PL26 6,370_medical_oncology,29,24
PL14 6,410_rheumatology,25,19
PL26 8,410_rheumatology,25,9
TR18 4,501_obst_pats_in_hosp_bed/deliv_fa,23,4
TR2 4,501_obst_pats_in_hosp_bed/deliv_fa,28,1
TR5 0,410_rheumatology,0,21
TR6 0,410_rheumatology,15,11
TR15 1,410_rheumatology,19,13
TR16 4,410_rheumatology,9,8
PL18 9,410_rheumatology,17,5
TR10 9,410_rheumatology,14,18
PL31 2,370_medical_oncology,22,26
TR1 2,370_medical_oncology,16,21
PL15 7,502_gynaecology,28,2
PL15 9,502_gynaecology,6,11
TR18 5,410_rheumatology,30,18
TR4 8,410_rheumatology,19,26
PL29 3,410_rheumatology,30,2
TR12 7,410_rheumatology,19,16
PL17 7,502_gynaecology,30,5
PL25 5,502_gynaecology,6,9
TR7 1,410_rheumatology,20,30
PL17 8,420_paediatrics,17,24
TR15 3,410_rheumatology,0,11
TR26 1,410_rheumatology,22,3
TR7 3,410_rheumatology,0,6
TR9 6,410_rheumatology,8,29
TR19 7,410_rheumatology,5,9
TR20 8,410_rheumatology,25,28
TR11 5,370_medical_oncology,10,24
TR13 0,370_medical_oncology,23,10
TR20 9,410_rheumatology,11,20
TR26 3,410_rheumatology,3,19
PL30 3,502_gynaecology,22,18
PL31 1,502_gynaecology,24,1
TR16 5,370_medical_oncology,4,0
TR26 2,370_medical_oncology,1,0
TR27 5,410_rheumatology,10,21
TR3 7,410_rheumatology,20,9
EX22 7,420_paediatrics,4,12
PL11 2,420_paediatrics,8,21
TR8 4,410_rheumatology,4,10
EX22 6,420_paediatrics,18,16
PL23 1,420_paediatrics,17,18
PL25 3,420_paediatrics,9,1
PL24 2,420_paediatrics,24,12
PL28 8,420_paediatrics,1,3
PL35 0,502_gynaecology,23,8
TR11 2,502_gynaecology,10,17
TR27 4,410_rheumatology,22,3
TR8 5,410_rheumatology,18,16
PL30 5,420_paediatrics,16,17
PL32 9,420_paediatrics,11,18
TR11 3,502_gynaecology,17,3
TR12 6,502_gynaecology,26,7
PL27 6,420_paediatrics,17,16
TR11 4,420_paediatrics,30,29
TR27 6,370_medical_oncology,2,23
TR7 3,370_medical_oncology,22,6
PL12 5,420_paediatrics,0,24
PL15 7,420_paediatrics,25,12
EX23 8,420_paediatrics,22,14
EX23 9,420_paediatrics,16,20
PL34 0,420_paediatrics,13,24
TR12 7,420_paediatrics,2,26
TR18 2,420_paediatrics,5,14
TR18 3,420_paediatrics,27,20
TR9 6,370_medical_oncology,28,24
EX22 6,400_neurology,9,18
TR19 7,420_paediatrics,1,11
TR20 9,420_paediatrics,25,12
PL15 8,420_paediatrics,18,6
PL15 9,420_paediatrics,4,12
PL24 2,400_neurology,18,21
PL31 2,400_neurology,20,12
TR1 2,400_neurology,18,17
TR18 4,420_paediatrics,7,2
TR2 4,420_paediatrics,1,17
TR14 0,502_gynaecology,8,18
TR14 7,502_gynaecology,26,15
TR11 4,400_neurology,17,2
TR18 2,400_neurology,3,3
TR18 3,400_neurology,4,2
TR19 6,502_gynaecology,22,20
TR22 0,502_gynaecology,8,19
TR27 4,420_paediatrics,0,20
TR10 9,421_paediatric_neurology,23,3
PL17 7,420_paediatrics,17,16
PL27 7,420_paediatrics,20,9
TR27 6,502_gynaecology,15,0
TR3 6,502_gynaecology,22,21
TR18 4,400_neurology,29,1
TR2 4,400_neurology,7,0
TR26 2,400_neurology,21,5
TR7 2,421_paediatric_neurology,2,18
PL18 9,422_neonatology,16,24
PL26 7,422_neonatology,21,3
TR10 8,422_neonatology,25,30
PL24 2,401_clinical_neurophysiology,22,25
TR12 7,401_clinical_neurophysiology,16,4
TR10 9,422_neonatology,7,1
TR15 2,422_neonatology,1,20
TR16 6,420_paediatrics,22,18
TR17 0,420_paediatrics,10,8
TR23 0,420_paediatrics,16,24
TR27 5,420_paediatrics,23,17
TR3 7,420_paediatrics,6,15
TR5 0,420_paediatrics,13,9
TR8 4,420_paediatrics,26,13
TR17 0,422_neonatology,26,15
TR25 0,422_neonatology,8,29
TR4 9,420_paediatrics,24,23
TR7 2,420_paediatrics,30,19
EX23 0,421_paediatric_neurology,7,21
TR4 8,502_gynaecology,13,14
EX23 0,503_gynaecology_oncology,17,3
PL12 6,420_paediatrics,14,28
PL14 3,420_paediatrics,10,18
TR19 7,401_clinical_neurophysiology,8,8
TR26 1,401_clinical_neurophysiology,21,5
EX23 8,421_paediatric_neurology,10,25
PL12 4,421_paediatric_neurology,27,27
PL14 4,420_paediatrics,5,3
PL14 6,420_paediatrics,20,1
PL25 4,503_gynaecology_oncology,8,14
PL26 8,503_gynaecology_oncology,0,12
PL12 5,421_paediatric_neurology,4,0
PL18 9,421_paediatric_neurology,2,13
TR26 1,422_neonatology,15,28
TR6 0,422_neonatology,0,11
TR1 1,503_gynaecology_oncology,30,9
TR12 7,503_gynaecology_oncology,19,30
TR1 1,421_paediatric_neurology,2,18
TR11 3,421_paediatric_neurology,3,18
PL23 1,430_geriatric_medicine,22,5
PL25 3,430_geriatric_medicine,27,8
TR3 7,401_clinical_neurophysiology,1,21
TR5 0,401_clinical_neurophysiology,28,24
TR12 6,421_paediatric_neurology,26,8
TR13 9,421_paediatric_neurology,11,8
TR13 0,503_gynaecology_oncology,0,26
TR16 5,503_gynaecology_oncology,13,18
PL14 3,421_paediatric_neurology,30,26
PL14 6,421_paediatric_neurology,18,16
TR15 1,421_paediatric_neurology,3,23
TR16 4,421_paediatric_neurology,3,0
TR8 4,401_clinical_neurophysiology,22,12
PL15 7,410_rheumatology,0,24
PL15 8,410_rheumatology,10,27
PL15 9,410_rheumatology,8,5
TR4 8,421_paediatric_neurology,0,22
TR7 1,421_paediatric_neurology,5,1
TR21 0,503_gynaecology_oncology,21,19
PL28 8,505_fetal_medicine_service_,2,11
PL25 4,421_paediatric_neurology,1,5
PL31 2,421_paediatric_neurology,13,20
EX23 0,422_neonatology,8,2
PL22 0,422_neonatology,24,18
TR15 1,430_geriatric_medicine,13,16
TR15 3,430_geriatric_medicine,19,15
TR27 4,430_geriatric_medicine,24,11
TR4 9,430_geriatric_medicine,28,12
PL17 7,410_rheumatology,28,15
PL27 7,410_rheumatology,12,24
PL33 9,505_fetal_medicine_service_,28,27
TR17 0,505_fetal_medicine_service_,12,20
PL26 6,422_neonatology,5,2
PL31 2,422_neonatology,11,23
PL29 3,420_paediatrics,12,16
TR1 2,420_paediatrics,2,29
TR8 5,430_geriatric_medicine,19,27
PL25 4,461_ophthalmic_and_vision_science_service,10,23
TR1 2,421_paediatric_neurology,24,25
TR11 5,421_paediatric_neurology,0,22
TR1 1,410_rheumatology,12,2
TR10 8,410_rheumatology,22,6
TR7 2,505_fetal_medicine_service_,18,12
PL31 2,560_midwife_episode,6,14
TR1 2,422_neonatology,1,18
TR11 5,422_neonatology,19,18
TR11 3,420_paediatrics,2,20
TR12 6,420_paediatrics,5,19
TR17 0,560_midwife_episode,25,27
TR26 2,560_midwife_episode,16,6
TR13 0,422_neonatology,18,12
TR26 2,422_neonatology,0,10
PL26 8,461_ophthalmic_and_vision_science_service,10,13
TR1 2,461_ophthalmic_and_vision_science_service,0,23
TR16 5,421_paediatric_neurology,13,28
TR18 2,421_paediatric_neurology,13,25
TR13 8,410_rheumatology,21,11
TR14 8,410_rheumatology,14,28
TR11 3,461_ophthalmic_and_vision_science_service,8,26
TR12 6,461_ophthalmic_and_vision_science_service,1,21
TR18 3,421_paediatric_neurology,20,1
TR18 4,421_paediatric_neurology,3,19
TR14 9,410_rheumatology,13,25
TR15 2,410_rheumatology,17,19
TR13 9,461_ophthalmic_and_vision_science_service,10,6
TR14 0,461_ophthalmic_and_vision_science_service,22,18
TR7 2,560_midwife_episode,6,23
PL13 1,650_physiotherapy,24,30
TR2 5,410_rheumatology,16,17
TR21 0,410_rheumatology,2,8
TR16 4,461_ophthalmic_and_vision_science_service,10,30
TR18 5,461_ophthalmic_and_vision_science_service,21,29
TR26 2,421_paediatric_neurology,2,28
PL11 2,422_neonatology,26,2
TR27 6,422_neonatology,12,18
TR7 3,422_neonatology,22,19
TR20 8,461_ophthalmic_and_vision_science_service,7,17
TR21 0,461_ophthalmic_and_vision_science_service,3,1
PL15 7,422_neonatology,9,11
PL15 8,422_neonatology,9,7
TR9 6,422_neonatology,9,1
PL11 2,430_geriatric_medicine,1,5
TR3 7,461_ophthalmic_and_vision_science_service,7,8
EX23 0,501_obst_pats_in_hosp_bed/deliv_fa,23,20
PL27 7,422_neonatology,14,1
PL33 9,422_neonatology,8,27
PL12 4,430_geriatric_medicine,0,6
PL12 5,430_geriatric_medicine,9,24
PL18 9,501_obst_pats_in_hosp_bed/deliv_fa,11,30
PL28 8,501_obst_pats_in_hosp_bed/deliv_fa,21,8
TR24 0,410_rheumatology,23,1
PL22 0,420_paediatrics,29,3
TR13 8,420_paediatrics,13,30
TR14 8,420_paediatrics,22,14
PL13 2,650_physiotherapy,4,22
PL25 5,650_physiotherapy,29,15
PL25 4,420_paediatrics,21,25
PL26 6,420_paediatrics,17,30
PL31 2,420_paediatrics,24,6
PL35 0,420_paediatrics,13,16
TR11 2,420_paediatrics,6,19
TR14 0,420_paediatrics,18,22
TR14 9,420_paediatrics,28,16
TR15 2,420_paediatrics,3,13
TR1 1,501_obst_pats_in_hosp_bed/deliv_fa,13,12
TR11 5,501_obst_pats_in_hosp_bed/deliv_fa,21,17
TR1 1,422_neonatology,24,25
TR13 9,422_neonatology,16,0
TR16 4,420_paediatrics,12,21
TR20 8,420_paediatrics,24,23
PL30 3,650_physiotherapy,14,19
PL31 2,650_physiotherapy,30,17
PL14 5,430_geriatric_medicine,30,11
PL18 9,430_geriatric_medicine,23,18
TR21 0,420_paediatrics,5,29
TR26 3,420_paediatrics,25,21
TR4 8,420_paediatrics,21,16
PL12 6,421_paediatric_neurology,19,28
PL27 7,430_geriatric_medicine,5,2
PL30 4,430_geriatric_medicine,18,13
PL15 7,421_paediatric_neurology,19,12
PL30 3,421_paediatric_neurology,27,27
TR14 0,422_neonatology,4,4
TR18 5,422_neonatology,23,5
TR13 0,501_obst_pats_in_hosp_bed/deliv_fa,10,5
TR16 5,501_obst_pats_in_hosp_bed/deliv_fa,12,13
PL33 9,430_geriatric_medicine,18,0
TR14 8,430_geriatric_medicine,6,15
TR14 7,420_paediatrics,0,28
TR19 6,420_paediatrics,2,15
TR21 0,501_obst_pats_in_hosp_bed/deliv_fa,13,25
TR24 0,501_obst_pats_in_hosp_bed/deliv_fa,25,9
TR2 5,422_neonatology,21,27
TR7 1,422_neonatology,5,18
PL14 4,430_geriatric_medicine,12,25
TR26 2,420_paediatrics,9,21
TR27 6,420_paediatrics,6,2
PL35 0,650_physiotherapy,8,17
TR11 2,650_physiotherapy,20,28
TR3 6,420_paediatrics,2,10
PL26 7,421_paediatric_neurology,6,11
PL31 1,421_paediatric_neurology,0,17
TR12 7,421_paediatric_neurology,22,13
TR14 9,430_geriatric_medicine,16,18
TR2 5,430_geriatric_medicine,11,28
PL27 7,421_paediatric_neurology,21,7
TR10 8,421_paediatric_neurology,28,26
TR11 3,650_physiotherapy,14,24
TR12 6,650_physiotherapy,10,20
PL24 2,461_ophthalmic_and_vision_science_service,26,14
PL28 8,461_ophthalmic_and_vision_science_service,14,4
TR13 8,421_paediatric_neurology,24,21
TR14 8,421_paediatric_neurology,12,28
TR13 9,650_physiotherapy,5,2
TR14 0,650_physiotherapy,8,4
PL31 2,461_ophthalmic_and_vision_science_service,11,29
TR12 7,461_ophthalmic_and_vision_science_service,7,15
PL17 8,430_geriatric_medicine,27,0
PL22 0,430_geriatric_medicine,13,5
TR14 0,421_paediatric_neurology,9,13
TR14 7,421_paediatric_neurology,11,8
PL24 2,430_geriatric_medicine,17,4
PL26 6,430_geriatric_medicine,1,21
TR14 9,421_paediatric_neurology,7,30
TR15 2,421_paediatric_neurology,7,13
TR16 5,461_ophthalmic_and_vision_science_service,17,9
TR19 7,461_ophthalmic_and_vision_science_service,2,26
PL28 8,430_geriatric_medicine,2,12
PL30 5,430_geriatric_medicine,5,20
TR2 5,421_paediatric_neurology,19,10
PL24 2,422_neonatology,28,9
TR26 2,461_ophthalmic_and_vision_science_service,10,25
TR27 6,461_ophthalmic_and_vision_science_service,5,9
TR14 7,650_physiotherapy,12,21
TR22 0,650_physiotherapy,17,11
PL32 9,430_geriatric_medicine,10,12
PL35 0,430_geriatric_medicine,28,27
TR7 3,501_obst_pats_in_hosp_bed/deliv_fa,15,21
PL11 2,502_gynaecology,26,4
PL12 6,502_gynaecology,13,12
PL14 5,502_gynaecology,20,6
TR7 2,461_ophthalmic_and_vision_science_service,9,1
TR8 4,461_ophthalmic_and_vision_science_service,17,27
TR27 6,650_physiotherapy,0,20
TR3 6,650_physiotherapy,17,26
PL26 8,502_gynaecology,9,1
PL29 3,502_gynaecology,10,23
TR19 6,421_paediatric_neurology,11,27
TR27 5,421_paediatric_neurology,13,11
TR4 8,650_physiotherapy,22,19
PL14 3,651_occupational_therapy,20,14
PL22 0,501_obst_pats_in_hosp_bed/deliv_fa,12,7
PL25 4,501_obst_pats_in_hosp_bed/deliv_fa,25,21
TR3 6,421_paediatric_neurology,3,4
PL14 3,422_neonatology,29,12
TR1 3,430_geriatric_medicine,8,9
TR11 4,430_geriatric_medicine,13,0
PL33 9,501_obst_pats_in_hosp_bed/deliv_fa,10,10
TR11 2,501_obst_pats_in_hosp_bed/deliv_fa,1,9
TR11 3,501_obst_pats_in_hosp_bed/deliv_fa,18,5
TR12 6,501_obst_pats_in_hosp_bed/deliv_fa,2,5
PL14 6,651_occupational_therapy,14,23
PL15 9,651_occupational_therapy,9,2
PL28 8,422_neonatology,27,5
PL30 5,422_neonatology,7,15
TR13 0,430_geriatric_medicine,20,30
TR2 4,430_geriatric_medicine,6,21
PL17 7,651_occupational_therapy,15,15
PL25 4,651_occupational_therapy,5,20
TR20 9,430_geriatric_medicine,19,24
TR26 3,430_geriatric_medicine,10,29
TR14 0,501_obst_pats_in_hosp_bed/deliv_fa,30,5
TR14 7,501_obst_pats_in_hosp_bed/deliv_fa,15,19
PL32 9,502_gynaecology,11,30
TR12 7,502_gynaecology,6,11
TR19 7,502_gynaecology,26,2
TR20 8,502_gynaecology,25,25
TR20 9,502_gynaecology,15,2
TR26 3,502_gynaecology,19,29
